instance,env_seed,agent_seed,cost,time,tw,method,arrival,category,fleet
C2_10_1,15,1,29037,830.3,TW8,icd-hamming-distance,uni,C,1.0
R1_10_1,15,1,30017,830.88,TW8,icd-hamming-distance,uni,R,1.0
R2_10_1,15,1,20305,836.11,TW8,icd-hamming-distance,uni,R,1.0
RC1_10_1,15,1,27108,828.71,TW8,icd-hamming-distance,uni,RC,1.0
RC2_10_1,15,1,18428,835.28,TW8,icd-hamming-distance,uni,RC,1.0
C1_10_1,29,1,33249,705.04,TW8,icd-hamming-distance,uni,C,1.0
C2_10_1,29,1,31400,766.57,TW8,icd-hamming-distance,uni,C,1.0
R1_10_1,29,1,28482,766.78,TW8,icd-hamming-distance,uni,R,1.0
R2_10_1,29,1,20188,743.28,TW8,icd-hamming-distance,uni,R,1.0
RC1_10_1,29,1,26108,795.29,TW8,icd-hamming-distance,uni,RC,1.0
RC2_10_1,29,1,18369,739.87,TW8,icd-hamming-distance,uni,RC,1.0
C1_10_1,7,1,33246,796.75,TW8,icd-hamming-distance,uni,C,1.0
C2_10_1,7,1,28596,737.88,TW8,icd-hamming-distance,uni,C,1.0
R1_10_1,7,1,28320,799.1,TW8,icd-hamming-distance,uni,R,1.0
R2_10_1,7,1,21306,745.08,TW8,icd-hamming-distance,uni,R,1.0
RC1_10_1,7,1,28997,679.5,TW8,icd-hamming-distance,uni,RC,1.0
RC2_10_1,7,1,20931,713.11,TW8,icd-hamming-distance,uni,RC,1.0
C1_10_1,3,1,31355,827.3,TW8,icd-hamming-distance,uni,C,1.0
C2_10_1,3,1,29552,730.69,TW8,icd-hamming-distance,uni,C,1.0
R1_10_1,3,1,29494,737.5,TW8,icd-hamming-distance,uni,R,1.0
R2_10_1,3,1,19272,863.33,TW8,icd-hamming-distance,uni,R,1.0
RC1_10_1,3,1,28088,768.76,TW8,icd-hamming-distance,uni,RC,1.0
RC2_10_1,3,1,20004,744.3,TW8,icd-hamming-distance,uni,RC,1.0
C1_10_1,11,1,32196,738.31,TW8,icd-hamming-distance,uni,C,1.0
C2_10_1,11,1,27590,764.35,TW8,icd-hamming-distance,uni,C,1.0
R1_10_1,11,1,28820,828.38,TW8,icd-hamming-distance,uni,R,1.0
R2_10_1,11,1,20852,744.77,TW8,icd-hamming-distance,uni,R,1.0
RC1_10_1,11,1,29106,765.44,TW8,icd-hamming-distance,uni,RC,1.0
RC2_10_1,11,1,20562,741.99,TW8,icd-hamming-distance,uni,RC,1.0
C1_10_1,39,1,32081,828.29,TW8,icd-hamming-distance,uni,C,1.0
C2_10_1,39,1,27744,738.36,TW8,icd-hamming-distance,uni,C,1.0
R1_10_1,39,1,26970,767.14,TW8,icd-hamming-distance,uni,R,1.0
R2_10_1,39,1,20049,864.88,TW8,icd-hamming-distance,uni,R,1.0
RC1_10_1,39,1,27381,798.36,TW8,icd-hamming-distance,uni,RC,1.0
RC2_10_1,39,1,19450,834.51,TW8,icd-hamming-distance,uni,RC,1.0
C1_10_1,38,1,32306,890.53,TW8,icd-hamming-distance,uni,C,1.0
C2_10_1,38,1,33457,827.62,TW8,icd-hamming-distance,uni,C,1.0
R1_10_1,38,1,27750,797.02,TW8,icd-hamming-distance,uni,R,1.0
R2_10_1,38,1,19897,741.95,TW8,icd-hamming-distance,uni,R,1.0
RC1_10_1,38,1,27532,829.39,TW8,icd-hamming-distance,uni,RC,1.0
RC2_10_1,38,1,19621,834.62,TW8,icd-hamming-distance,uni,RC,1.0
C1_10_1,10,1,32264,736.93,TW8,icd-hamming-distance,uni,C,1.0
C2_10_1,10,1,27992,766.99,TW8,icd-hamming-distance,uni,C,1.0
R1_10_1,10,1,27175,737.28,TW8,icd-hamming-distance,uni,R,1.0
R2_10_1,10,1,19574,806.95,TW8,icd-hamming-distance,uni,R,1.0
RC1_10_1,10,1,28500,858.46,TW8,icd-hamming-distance,uni,RC,1.0
RC2_10_1,10,1,19051,746.92,TW8,icd-hamming-distance,uni,RC,1.0
C1_10_1,2,1,33635,733.17,TW8,icd-hamming-distance,uni,C,1.0
C2_10_1,2,1,30219,766.89,TW8,icd-hamming-distance,uni,C,1.0
R1_10_1,2,1,28302,737.93,TW8,icd-hamming-distance,uni,R,1.0
R2_10_1,2,1,19287,747.35,TW8,icd-hamming-distance,uni,R,1.0
RC1_10_1,2,1,25579,798.04,TW8,icd-hamming-distance,uni,RC,1.0
RC2_10_1,2,1,18030,741.93,TW8,icd-hamming-distance,uni,RC,1.0
C1_10_1,12,1,33085,825.22,TW8,icd-hamming-distance,uni,C,1.0
C2_10_1,12,1,27300,791.56,TW8,icd-hamming-distance,uni,C,1.0
R1_10_1,12,1,26279,762.18,TW8,icd-hamming-distance,uni,R,1.0
R2_10_1,12,1,20126,827.34,TW8,icd-hamming-distance,uni,R,1.0
RC1_10_1,12,1,27834,795.1,TW8,icd-hamming-distance,uni,RC,1.0
RC2_10_1,12,1,20698,736.13,TW8,icd-hamming-distance,uni,RC,1.0
C1_10_1,13,1,30974,770.19,TW8,icd-hamming-distance,uni,C,1.0
C2_10_1,13,1,28683,766.79,TW8,icd-hamming-distance,uni,C,1.0
R1_10_1,13,1,28400,770.33,TW8,icd-hamming-distance,uni,R,1.0
R2_10_1,13,1,19482,770.7,TW8,icd-hamming-distance,uni,R,1.0
RC1_10_1,13,1,25633,800.27,TW8,icd-hamming-distance,uni,RC,1.0
RC2_10_1,13,1,18712,742.89,TW8,icd-hamming-distance,uni,RC,1.0
C1_10_1,1,1,32793,797.17,TW8,icd-hamming-distance,uni,C,1.0
C2_10_1,1,1,26916,768.62,TW8,icd-hamming-distance,uni,C,1.0
R1_10_1,1,1,27081,795.6,TW8,icd-hamming-distance,uni,R,1.0
R2_10_1,1,1,20806,742.35,TW8,icd-hamming-distance,uni,R,1.0
RC1_10_1,1,1,26376,737.22,TW8,icd-hamming-distance,uni,RC,1.0
RC2_10_1,1,1,18608,772.34,TW8,icd-hamming-distance,uni,RC,1.0
C1_10_1,48,1,33580,829.22,TW8,icd-hamming-distance,uni,C,1.0
C2_10_1,48,1,28782,824.08,TW8,icd-hamming-distance,uni,C,1.0
R1_10_1,48,1,28655,827.11,TW8,icd-hamming-distance,uni,R,1.0
R2_10_1,48,1,20343,835.98,TW8,icd-hamming-distance,uni,R,1.0
RC1_10_1,48,1,27812,861.26,TW8,icd-hamming-distance,uni,RC,1.0
RC2_10_1,48,1,19241,834.69,TW8,icd-hamming-distance,uni,RC,1.0
C1_10_1,49,1,30864,796.09,TW8,icd-hamming-distance,uni,C,1.0
C2_10_1,49,1,28751,797.63,TW8,icd-hamming-distance,uni,C,1.0
R1_10_1,49,1,28142,736.41,TW8,icd-hamming-distance,uni,R,1.0
R2_10_1,49,1,20631,770.55,TW8,icd-hamming-distance,uni,R,1.0
RC1_10_1,49,1,27948,767.72,TW8,icd-hamming-distance,uni,RC,1.0
RC2_10_1,49,1,20508,772.56,TW8,icd-hamming-distance,uni,RC,1.0
C1_10_1,41,1,29901,841.05,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,41,1,30343,841.09,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,41,1,28296,811.09,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,41,1,19971,841.22,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,41,1,25382,841.04,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,41,1,18291,841.13,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,40,1,32973,811.05,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,40,1,28984,811.01,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,40,1,27803,811.01,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,40,1,20684,811.13,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,40,1,26142,811.01,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,40,1,19647,841.17,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,42,1,31869,841.12,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,42,1,28671,841.09,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,42,1,27408,841.06,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,42,1,20002,841.09,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,42,1,26766,841.09,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,42,1,19692,841.27,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,43,1,30616,841.11,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,43,1,28161,841.04,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,43,1,28290,841.08,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,43,1,19704,841.1,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,43,1,28186,841.07,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,43,1,20598,841.22,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,47,1,29978,781.07,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,47,1,28357,811.08,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,47,1,28271,811.09,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,47,1,19714,811.16,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,47,1,26543,811.08,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,47,1,18678,811.18,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,46,1,30680,811.01,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,46,1,30797,841.08,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,46,1,26681,810.99,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,46,1,18421,811.02,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,46,1,26776,841.1,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,46,1,19432,841.12,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,50,1,30687,811.08,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,50,1,28771,811.08,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,50,1,26793,810.99,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,50,1,21350,811.22,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,50,1,25964,811.03,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,50,1,18067,811.09,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,44,1,30307,811.01,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,44,1,28426,811.1,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,44,1,27887,811.04,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,44,1,20499,811.14,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,44,1,26979,811.02,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,44,1,20037,811.08,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,45,1,30872,811.0,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,45,1,29718,781.08,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,45,1,26607,811.01,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,45,1,20750,811.17,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,45,1,25993,841.1,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,45,1,18125,811.18,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,36,1,31037,811.0,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,36,1,29433,811.1,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,36,1,26407,811.02,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,36,1,18847,811.09,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,36,1,25783,810.99,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,36,1,18000,811.09,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,22,1,31440,811.11,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,22,1,29902,811.04,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,22,1,28169,811.15,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,22,1,22040,811.1,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,22,1,28342,811.13,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,22,1,20185,811.27,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,23,1,31271,841.06,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,23,1,29052,841.08,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,23,1,26976,840.96,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,23,1,19415,841.24,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,23,1,25856,840.97,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,23,1,19436,841.09,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,37,1,34099,811.09,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,37,1,31512,811.03,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,37,1,28188,841.0,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,37,1,20724,811.06,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,37,1,25833,811.06,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,37,1,19106,811.19,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,21,1,31024,841.17,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,21,1,32297,841.13,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,21,1,26862,841.16,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,21,1,18471,841.19,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,21,1,27709,841.14,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,21,1,19570,841.23,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,35,1,30877,841.09,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,35,1,28256,841.07,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,35,1,27639,840.93,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,35,1,20527,841.09,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,35,1,26685,841.08,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,35,1,18742,841.23,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,34,1,31217,810.99,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,34,1,29162,811.05,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,34,1,26887,811.01,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,34,1,19952,811.12,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,34,1,26475,810.99,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,34,1,19044,811.18,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,20,1,31667,841.07,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,20,1,29317,811.04,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,20,1,25599,841.01,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,20,1,20170,841.13,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,20,1,26414,810.93,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,20,1,19423,841.08,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,24,1,30765,811.0,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,24,1,29495,811.02,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,24,1,26967,811.11,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,24,1,20057,811.18,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,24,1,26503,811.07,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,24,1,19293,811.21,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,30,1,31150,810.96,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,30,1,31194,841.08,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,30,1,26793,841.02,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,30,1,21174,841.05,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,30,1,29326,841.07,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,30,1,21159,841.18,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,18,1,29916,811.03,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,18,1,29826,811.06,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,18,1,26152,810.94,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,18,1,20693,811.13,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,18,1,25150,811.0,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,18,1,18710,811.03,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,19,1,31024,841.07,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,19,1,28139,841.1,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,19,1,27974,841.14,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,19,1,19704,841.21,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,19,1,26320,841.05,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,19,1,20142,841.22,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,31,1,32377,841.0,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,31,1,30925,811.06,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,31,1,29466,810.99,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,31,1,20012,841.14,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,31,1,25143,811.06,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,31,1,18230,811.08,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,25,1,32651,810.99,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,25,1,28360,841.13,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,25,1,28454,811.1,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,25,1,20216,811.18,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,25,1,26122,811.02,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,25,1,18956,811.07,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,9,1,30706,841.06,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,9,1,28051,841.08,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,9,1,27759,841.05,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,9,1,21218,841.24,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,9,1,27247,840.99,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,9,1,19192,841.22,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,33,1,31657,811.15,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,33,1,29876,811.03,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,33,1,27140,811.08,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,33,1,20227,811.1,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,33,1,26334,810.99,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,33,1,20467,811.1,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,27,1,33262,841.11,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,27,1,28354,841.04,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,27,1,28768,841.05,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,27,1,20263,841.1,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,27,1,27401,841.13,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,27,1,19982,841.22,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,26,1,32153,811.08,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,26,1,26993,810.96,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,26,1,26762,780.94,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,26,1,18499,781.03,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,26,1,24993,780.9,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,26,1,17450,781.06,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,32,1,31357,841.14,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,32,1,30547,841.02,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,32,1,26698,841.06,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,32,1,20676,841.1,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,32,1,26747,841.06,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,32,1,18960,841.14,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,8,1,30874,871.18,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,8,1,29541,871.15,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,8,1,25786,871.14,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,8,1,20179,841.04,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,8,1,27079,871.09,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,8,1,19684,871.22,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,5,1,32699,871.11,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,5,1,28732,841.06,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,5,1,27691,840.97,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,5,1,21154,841.08,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,5,1,25999,841.0,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,5,1,18647,841.09,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,17,1,30555,871.06,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,17,1,29392,871.1,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,17,1,29140,871.04,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,17,1,20597,871.1,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,17,1,26362,871.05,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,17,1,19508,871.25,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,16,1,32128,811.02,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,16,1,29148,841.04,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,16,1,27394,841.05,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,16,1,21247,841.14,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,16,1,26747,811.08,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,16,1,19596,811.15,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,4,1,32429,841.03,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,4,1,28970,841.17,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,4,1,26841,841.01,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,4,1,20661,841.12,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,4,1,26853,811.08,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,4,1,19493,811.14,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,6,1,30242,811.04,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,6,1,29741,811.07,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,6,1,26900,811.06,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,6,1,20309,811.08,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,6,1,24995,811.06,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,6,1,18423,811.18,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,28,1,33381,811.12,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,28,1,30525,811.11,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,28,1,29380,811.04,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,28,1,21630,811.31,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,28,1,26919,811.07,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,28,1,19323,811.23,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,14,1,31617,871.11,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,14,1,31494,841.12,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,14,1,28173,841.06,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,14,1,20336,841.13,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,14,1,26629,841.01,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,14,1,19506,841.1,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,15,1,31220,841.11,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,15,1,29127,841.12,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,15,1,28906,841.13,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,15,1,20501,841.1,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,15,1,26040,841.05,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,15,1,18312,841.17,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,29,1,32105,811.04,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,29,1,30610,811.09,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,29,1,27611,841.09,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,29,1,20388,811.18,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,29,1,24643,840.97,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,29,1,18424,811.06,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,7,1,31908,811.05,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,7,1,28005,811.08,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,7,1,26766,811.03,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,7,1,20336,811.24,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,7,1,27280,811.08,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,7,1,19848,781.19,TW8,icd-rolling-horizon1,uni,RC,1.0
C1_10_1,3,1,30922,841.05,TW8,icd-rolling-horizon1,uni,C,1.0
C2_10_1,3,1,30021,811.05,TW8,icd-rolling-horizon1,uni,C,1.0
R1_10_1,3,1,27772,811.03,TW8,icd-rolling-horizon1,uni,R,1.0
R2_10_1,3,1,19885,811.1,TW8,icd-rolling-horizon1,uni,R,1.0
RC1_10_1,3,1,26726,811.04,TW8,icd-rolling-horizon1,uni,RC,1.0
RC2_10_1,3,1,19352,811.18,TW8,icd-rolling-horizon1,uni,RC,1.0
