instance,env_seed,agent_seed,cost,time,tw,method,arrival,category,fleet
RC1_10_1,18,1,95053,840.87,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,18,1,62119,840.87,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,19,1,118939,870.9,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,19,1,100896,840.97,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,19,1,105217,871.06,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,19,1,59546,840.98,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,19,1,100281,870.95,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,19,1,65059,870.98,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,31,1,121777,870.91,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,31,1,112075,840.91,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,31,1,107421,841.01,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,31,1,64007,840.91,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,31,1,95292,841.01,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,31,1,60969,840.95,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,25,1,121288,870.9,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,25,1,105292,870.89,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,25,1,106596,871.01,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,25,1,62634,871.02,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,25,1,97489,871.01,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,25,1,62095,870.95,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,9,1,116221,840.89,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,9,1,102135,840.91,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,9,1,102930,840.95,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,9,1,67309,840.97,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,9,1,101520,841.0,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,9,1,62505,840.99,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,33,1,121848,870.9,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,33,1,111890,870.9,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,33,1,102628,870.98,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,33,1,63974,870.94,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,33,1,98940,840.79,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,33,1,66357,840.89,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,27,1,123936,840.88,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,27,1,101097,840.94,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,27,1,104361,840.95,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,27,1,61403,840.92,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,27,1,102055,841.01,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,27,1,60147,840.96,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,26,1,121075,840.99,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,26,1,99568,840.92,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,26,1,99688,840.94,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,26,1,60895,840.88,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,26,1,97056,840.9,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,26,1,58221,840.96,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,32,1,120442,840.93,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,32,1,111067,840.88,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,32,1,96941,840.95,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,32,1,65533,840.95,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,32,1,98835,840.96,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,32,1,59928,840.98,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,8,1,116734,870.93,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,8,1,105153,870.91,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,8,1,99260,870.93,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,8,1,64043,870.88,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,8,1,101983,870.96,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,8,1,62542,871.01,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,5,1,121929,870.89,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,5,1,103342,870.92,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,5,1,102351,870.89,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,5,1,64827,870.9,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,5,1,99897,870.99,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,5,1,62038,870.91,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,17,1,116494,870.89,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,17,1,105798,870.95,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,17,1,105550,870.9,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,17,1,66200,870.9,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,17,1,100518,870.98,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,17,1,60052,870.95,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,16,1,122128,840.87,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,16,1,105506,840.86,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,16,1,102238,870.94,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,16,1,68903,870.95,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,16,1,100288,840.94,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,16,1,66146,840.92,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,4,1,120729,840.83,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,4,1,106850,840.9,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,4,1,100685,840.93,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,4,1,64697,840.86,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,4,1,103632,840.98,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,4,1,65303,840.95,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,6,1,115537,870.89,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,6,1,110492,840.9,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,6,1,103275,870.96,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,6,1,64816,870.99,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,6,1,95536,870.97,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,6,1,58799,870.99,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,28,1,121351,840.87,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,28,1,109935,840.95,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,28,1,107671,841.05,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,28,1,66184,840.94,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,28,1,101505,841.02,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,28,1,63036,841.03,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,14,1,119886,840.88,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,14,1,112947,840.91,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,14,1,104549,841.0,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,14,1,60865,840.93,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,14,1,95874,840.89,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,14,1,60186,840.9,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,15,1,119402,870.9,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,15,1,104558,870.97,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,15,1,105761,871.05,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,15,1,63462,870.98,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,15,1,98391,870.98,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,15,1,63173,870.98,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,29,1,121792,840.87,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,29,1,110992,840.97,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,29,1,103668,871.01,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,29,1,64520,840.93,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,29,1,96226,871.01,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,29,1,58643,870.98,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,7,1,117667,840.91,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,7,1,106554,840.92,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,7,1,99265,841.03,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,7,1,65880,841.01,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,7,1,103886,841.09,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,7,1,64759,840.98,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,3,1,113655,840.88,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,3,1,107118,840.86,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,3,1,102188,841.02,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,3,1,60550,840.93,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,3,1,103344,840.94,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,3,1,64539,840.97,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,11,1,115899,840.94,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,11,1,100155,840.93,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,11,1,101640,840.96,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,11,1,64488,840.94,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,11,1,99606,840.97,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,11,1,63188,840.99,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,39,1,115124,840.93,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,39,1,101411,840.83,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,39,1,96024,840.92,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,39,1,61506,840.84,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,39,1,99616,840.92,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,39,1,63557,840.91,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,38,1,123083,870.95,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,38,1,120178,870.94,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,38,1,98595,870.98,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,38,1,62504,870.93,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,38,1,100413,870.92,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,38,1,68401,870.94,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,10,1,118014,840.85,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,10,1,103046,840.9,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,10,1,96132,840.99,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,10,1,62975,840.91,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,10,1,106052,841.09,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,10,1,62665,841.02,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,2,1,122806,810.83,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,2,1,107141,810.89,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,2,1,101314,810.98,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,2,1,61057,810.85,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,2,1,91719,810.87,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,2,1,58323,810.86,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,12,1,120632,840.92,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,12,1,100737,840.85,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,12,1,96357,840.91,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,12,1,59950,840.88,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,12,1,98650,840.91,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,12,1,64340,840.92,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,13,1,117395,841.04,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,13,1,100895,840.88,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,13,1,101830,841.01,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,13,1,59527,840.9,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,13,1,95603,840.96,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,13,1,60979,840.93,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,1,1,120728,840.99,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,1,1,99951,840.92,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,1,1,97356,840.92,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,1,1,64853,840.95,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,1,1,95684,840.88,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,1,1,60851,841.02,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,48,1,136749,870.95,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,48,1,101907,870.94,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,48,1,100358,870.92,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,48,1,68714,870.92,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,48,1,99947,840.97,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,48,1,63006,840.96,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,49,1,112832,840.84,TW2,icd-rolling-horizon1,uni,C,0.0
C2_10_1,49,1,102979,840.87,TW2,icd-rolling-horizon1,uni,C,0.0
R1_10_1,49,1,99527,840.89,TW2,icd-rolling-horizon1,uni,R,0.0
R2_10_1,49,1,63837,840.91,TW2,icd-rolling-horizon1,uni,R,0.0
RC1_10_1,49,1,100101,840.94,TW2,icd-rolling-horizon1,uni,RC,0.0
RC2_10_1,49,1,60939,840.92,TW2,icd-rolling-horizon1,uni,RC,0.0
C1_10_1,41,1,115839,916.0,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,41,1,113640,913.93,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,41,1,104492,893.84,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,41,1,60860,891.6,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,41,1,95052,891.96,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,41,1,60377,891.84,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,40,1,122730,882.34,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,40,1,105548,818.25,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,40,1,98503,890.68,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,40,1,66835,891.26,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,40,1,104835,890.81,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,40,1,63340,889.93,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,42,1,118360,913.11,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,42,1,106547,848.67,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,42,1,104999,923.59,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,42,1,64110,917.6,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,42,1,104223,922.63,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,42,1,65906,921.64,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,43,1,117556,884.39,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,43,1,99879,850.25,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,43,1,108767,888.57,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,43,1,64299,886.17,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,43,1,107775,891.02,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,43,1,74739,892.07,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,47,1,118806,912.14,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,47,1,109542,882.31,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,47,1,108361,920.56,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,47,1,67680,920.48,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,47,1,101344,918.74,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,47,1,63903,918.67,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,46,1,120702,820.14,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,46,1,107444,908.14,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,46,1,101406,890.76,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,46,1,63311,888.34,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,46,1,102047,918.28,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,46,1,64087,919.3,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,50,1,118401,884.45,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,50,1,104332,877.95,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,50,1,102149,892.51,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,50,1,68889,922.18,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,50,1,101382,888.16,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,50,1,60880,889.79,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,44,1,117687,850.79,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,44,1,103653,850.74,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,44,1,104375,891.25,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,44,1,69894,889.73,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,44,1,104923,889.49,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,44,1,66028,889.61,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,45,1,116035,882.01,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,45,1,106615,881.46,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,45,1,104801,892.03,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,45,1,66603,893.37,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,45,1,99241,889.59,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,45,1,60301,890.14,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,36,1,117472,880.65,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,36,1,104489,879.65,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,36,1,104507,890.88,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,36,1,61791,888.28,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,36,1,100822,890.09,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,36,1,60792,889.25,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,22,1,121940,916.06,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,22,1,107846,849.71,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,22,1,106916,890.23,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,22,1,67496,888.9,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,22,1,110245,891.12,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,22,1,64378,893.32,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,23,1,117003,883.6,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,23,1,105222,880.17,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,23,1,103070,920.07,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,23,1,62389,888.85,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,23,1,100148,887.02,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,23,1,62133,887.84,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,37,1,126791,915.72,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,37,1,118222,912.93,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,37,1,105275,886.04,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,37,1,66975,919.44,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,37,1,98896,885.53,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,37,1,60737,888.13,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,21,1,118483,913.98,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,21,1,117622,910.73,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,21,1,102709,917.29,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,21,1,63043,919.94,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,21,1,107708,920.63,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,21,1,63377,917.67,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,35,1,118512,914.31,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,35,1,99612,847.57,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,35,1,104274,917.6,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,35,1,68200,917.54,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,35,1,104773,919.72,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,35,1,59520,919.93,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,34,1,119146,849.88,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,34,1,110377,911.48,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,34,1,100091,919.49,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,34,1,65897,918.55,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,34,1,102598,916.71,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,34,1,64290,917.59,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,20,1,117427,881.12,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,20,1,107235,878.72,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,20,1,97171,885.94,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,20,1,63616,889.96,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,20,1,98728,885.68,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,20,1,62337,886.95,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,24,1,115550,822.49,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,24,1,111182,883.42,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,24,1,99427,892.83,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,24,1,62281,889.99,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,24,1,103641,893.88,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,24,1,61962,893.06,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,30,1,117684,881.91,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,30,1,111188,880.42,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,30,1,102287,890.85,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,30,1,64692,890.71,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,30,1,111453,894.11,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,30,1,68596,894.0,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,18,1,118016,821.82,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,18,1,110390,820.35,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,18,1,97325,887.38,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,18,1,66815,888.91,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,18,1,99487,886.7,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,18,1,62360,885.2,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,19,1,119730,912.67,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,19,1,102601,883.62,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,19,1,104481,919.18,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,19,1,62104,891.55,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,19,1,102094,919.4,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,19,1,64544,919.45,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,31,1,139697,914.55,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,31,1,113619,882.29,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,31,1,111078,894.1,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,31,1,65255,891.32,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,31,1,99562,889.41,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,31,1,61826,892.61,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,25,1,125908,911.15,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,25,1,105707,908.38,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,25,1,107863,923.26,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,25,1,64998,923.16,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,25,1,101884,915.54,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,25,1,64312,916.49,TW2,icd-dispatch-only,uni,RC,0.0
C1_10_1,9,1,116094,881.18,TW2,icd-dispatch-only,uni,C,0.0
C2_10_1,9,1,105137,881.18,TW2,icd-dispatch-only,uni,C,0.0
R1_10_1,9,1,104198,888.3,TW2,icd-dispatch-only,uni,R,0.0
R2_10_1,9,1,71179,893.94,TW2,icd-dispatch-only,uni,R,0.0
RC1_10_1,9,1,104868,894.32,TW2,icd-dispatch-only,uni,RC,0.0
RC2_10_1,9,1,66402,892.33,TW2,icd-dispatch-only,uni,RC,0.0
